id,filepath,random_seed,alpha,c1,H,Latitude_Sampling,Longitude_Sampling,type
S06_A2.0_C0.05_H0.4_TOPO,/data/S06/S06_A20_C05_H04_LAT5000_LON10000TOPO.hdf5,S06,2.0,0.05,0.4,5000,10000,TOPO
S06_A2.0_C0.0_H1.0_TOPO,/data/S06/S06_A20_C00_H10_LAT5000_LON10000TOPO.hdf5,S06,2.0,0.0,1.0,5000,10000,TOPO
S06_A2.0_C0.0_H0.7_COLOFLAT,/data/S06/S06_A20_C00_H07_LAT5000_LON10000COLOFLAT.hdf5,S06,2.0,0.0,0.7,5000,10000,COLOFLAT
S06_A2.0_C0.1_H0.7_COLOSHAD,/data/S06/S06_A20_C10_H07_LAT5000_LON10000COLOSHAD.hdf5,S06,2.0,0.1,0.7,5000,10000,COLOSHAD
S06_A2.0_C0.0_H0.7_TOPO,/data/S06/S06_A20_C00_H07_LAT5000_LON10000TOPO.hdf5,S06,2.0,0.0,0.7,5000,10000,TOPO
S06_A2.0_C0.0_H1.0_GRAYSHAD,/data/S06/S06_A20_C00_H10_LAT5000_LON10000GRAYSHAD.hdf5,S06,2.0,0.0,1.0,5000,10000,GRAYSHAD
S06_A2.0_C0.1_H0.4_COLOFLAT,/data/S06/S06_A20_C10_H04_LAT5000_LON10000COLOFLAT.hdf5,S06,2.0,0.1,0.4,5000,10000,COLOFLAT
S06_A2.0_C0.0_H0.7_COLOSHAD,/data/S06/S06_A20_C00_H07_LAT5000_LON10000COLOSHAD.hdf5,S06,2.0,0.0,0.7,5000,10000,COLOSHAD
S06_A2.0_C0.1_H0.7_TOPO,/data/S06/S06_A20_C10_H07_LAT5000_LON10000TOPO.hdf5,S06,2.0,0.1,0.7,5000,10000,TOPO
S06_A2.0_C0.0_H1.0_GRAYFLAT,/data/S06/S06_A20_C00_H10_LAT5000_LON10000GRAYFLAT.hdf5,S06,2.0,0.0,1.0,5000,10000,GRAYFLAT
S06_A2.0_C0.1_H1.0_GRAYFLAT,/data/S06/S06_A20_C10_H10_LAT5000_LON10000GRAYFLAT.hdf5,S06,2.0,0.1,1.0,5000,10000,GRAYFLAT
S06_A2.0_C0.05_H1.0_TOPO,/data/S06/S06_A20_C05_H10_LAT5000_LON10000TOPO.hdf5,S06,2.0,0.05,1.0,5000,10000,TOPO
S06_A2.0_C0.05_H0.7_COLOFLAT,/data/S06/S06_A20_C05_H07_LAT5000_LON10000COLOFLAT.hdf5,S06,2.0,0.05,0.7,5000,10000,COLOFLAT
S06_A2.0_C0.1_H0.7_COLOFLAT,/data/S06/S06_A20_C10_H07_LAT5000_LON10000COLOFLAT.hdf5,S06,2.0,0.1,0.7,5000,10000,COLOFLAT
